Date,Open,High,Low,Close,Adj Close,Volume
2008-06-04,400.735992,400.735992,400.735992,400.735992,400.735992,0
2008-06-05,408.958008,408.958008,408.958008,408.958008,408.958008,0
2008-06-06,389.760986,389.760986,389.760986,389.760986,389.760986,0
2008-06-09,381.320007,381.320007,381.320007,381.320007,381.320007,0
2008-06-10,384.971985,384.971985,384.971985,384.971985,384.971985,0
2008-06-11,373.145996,373.145996,373.145996,373.145996,373.145996,0
2008-06-12,379.768005,379.768005,379.768005,379.768005,379.768005,0
2008-06-13,386.734985,386.734985,386.734985,386.734985,386.734985,0
2008-06-16,391.032990,391.032990,391.032990,391.032990,391.032990,0
2008-06-17,380.117004,380.117004,380.117004,380.117004,380.117004,0
2008-06-18,375.487000,375.487000,375.487000,375.487000,375.487000,0
2008-06-19,378.678986,378.678986,378.678986,378.678986,378.678986,0
2008-06-20,369.575012,369.575012,369.575012,369.575012,369.575012,0
2008-06-23,360.062988,360.062988,360.062988,360.062988,360.062988,0
2008-06-24,364.615997,364.615997,364.615997,364.615997,364.615997,0
2008-06-25,366.242004,366.242004,366.242004,366.242004,366.242004,0
2008-06-26,351.109009,351.109009,351.109009,351.109009,351.109009,0
2008-06-27,346.779999,346.779999,346.779999,346.779999,346.779999,0
2008-06-30,339.825012,339.825012,339.825012,339.825012,339.825012,0
2008-07-01,342.898010,342.898010,342.898010,342.898010,342.898010,0
2008-07-02,337.679993,337.679993,337.679993,337.679993,337.679993,0
2008-07-03,335.890015,335.890015,335.890015,335.890015,335.890015,0
2008-07-07,325.742004,325.742004,325.742004,325.742004,325.742004,0
2008-07-08,344.621002,344.621002,344.621002,344.621002,344.621002,0
2008-07-09,326.681000,326.681000,326.681000,326.681000,326.681000,0
2008-07-10,324.860992,324.860992,324.860992,324.860992,324.860992,0
2008-07-11,317.830994,317.830994,317.830994,317.830994,317.830994,0
2008-07-14,302.882996,302.882996,302.882996,302.882996,302.882996,0
2008-07-15,294.703003,294.703003,294.703003,294.703003,294.703003,0
2008-07-16,327.904999,327.904999,327.904999,327.904999,327.904999,0
2008-07-17,347.148987,347.148987,347.148987,347.148987,347.148987,0
2008-07-18,350.045013,350.045013,350.045013,350.045013,350.045013,0
2008-07-21,346.984009,346.984009,346.984009,346.984009,346.984009,0
2008-07-22,368.204987,368.204987,368.204987,368.204987,368.204987,0
2008-07-23,375.005005,375.005005,375.005005,375.005005,375.005005,0
2008-07-24,350.928986,350.928986,350.928986,350.928986,350.928986,0
2008-07-25,350.029999,350.029999,350.029999,350.029999,350.029999,0
2008-07-28,335.783997,335.783997,335.783997,335.783997,335.783997,0
2008-07-29,359.510986,359.510986,359.510986,359.510986,359.510986,0
2008-07-30,365.519989,365.519989,365.519989,365.519989,365.519989,0
2008-07-31,360.811005,360.811005,360.811005,360.811005,360.811005,0
2008-08-01,363.079987,363.079987,363.079987,363.079987,363.079987,0
2008-08-04,358.619995,358.619995,358.619995,358.619995,358.619995,0
2008-08-05,375.544006,375.544006,375.544006,375.544006,375.544006,0
2008-08-06,371.989014,371.989014,371.989014,371.989014,371.989014,0
2008-08-07,355.403992,355.403992,355.403992,355.403992,355.403992,0
2008-08-08,368.085999,368.085999,368.085999,368.085999,368.085999,0
2008-08-11,375.220001,375.220001,375.220001,375.220001,375.220001,0
2008-08-12,357.890015,357.890015,357.890015,357.890015,357.890015,0
2008-08-13,348.692993,348.692993,348.692993,348.692993,348.692993,0
2008-08-14,357.234985,357.234985,357.234985,357.234985,357.234985,0
2008-08-15,360.765015,360.765015,360.765015,360.765015,360.765015,0
2008-08-18,349.048004,349.048004,349.048004,349.048004,349.048004,0
2008-08-19,339.415009,339.415009,339.415009,339.415009,339.415009,0
2008-08-20,344.024994,344.024994,344.024994,344.024994,344.024994,0
2008-08-21,340.556000,340.556000,340.556000,340.556000,340.556000,0
2008-08-22,350.489014,350.489014,350.489014,350.489014,350.489014,0
2008-08-25,340.123993,340.123993,340.123993,340.123993,340.123993,0
2008-08-26,342.510986,342.510986,342.510986,342.510986,342.510986,0
2008-08-27,347.838989,347.838989,347.838989,347.838989,347.838989,0
2008-08-28,362.222992,362.222992,362.222992,362.222992,362.222992,0
2008-08-29,360.171997,360.171997,360.171997,360.171997,360.171997,0
2008-09-02,365.972992,365.972992,365.972992,365.972992,365.972992,0
2008-09-03,370.604004,370.604004,370.604004,370.604004,370.604004,0
2008-09-04,354.549011,354.549011,354.549011,354.549011,354.549011,0
2008-09-05,364.531006,364.531006,364.531006,364.531006,364.531006,0
2008-09-08,380.645996,380.645996,380.645996,380.645996,380.645996,0
2008-09-09,357.714996,357.714996,357.714996,357.714996,357.714996,0
2008-09-10,356.657013,356.657013,356.657013,356.657013,356.657013,0
2008-09-11,361.428009,361.428009,361.428009,361.428009,361.428009,0
2008-09-12,359.526001,359.526001,359.526001,359.526001,359.526001,0
2008-09-15,326.046997,326.046997,326.046997,326.046997,326.046997,0
2008-09-16,344.850006,344.850006,344.850006,344.850006,344.850006,0
2008-09-17,317.082001,317.082001,317.082001,317.082001,317.082001,0
2008-09-18,352.841003,352.841003,352.841003,352.841003,352.841003,0
2008-09-19,387.717987,387.717987,387.717987,387.717987,387.717987,0
2008-09-22,353.451996,353.451996,353.451996,353.451996,353.451996,0
2008-09-23,349.187012,349.187012,349.187012,349.187012,349.187012,0
2008-09-24,344.237000,344.237000,344.237000,344.237000,344.237000,0
2008-09-25,352.098999,352.098999,352.098999,352.098999,352.098999,0
2008-09-26,360.862000,360.862000,360.862000,360.862000,360.862000,0
2008-09-29,308.882996,308.882996,308.882996,308.882996,308.882996,0
2008-09-30,344.285004,344.285004,344.285004,344.285004,344.285004,0
2008-10-01,350.776001,350.776001,350.776001,350.776001,350.776001,0
2008-10-02,335.255005,335.255005,335.255005,335.255005,335.255005,0
2008-10-03,322.536011,322.536011,322.536011,322.536011,322.536011,0
2008-10-06,309.539001,309.539001,309.539001,309.539001,309.539001,0
2008-10-07,278.238007,278.238007,278.238007,278.238007,278.238007,0
2008-10-08,270.529999,270.529999,270.529999,270.529999,270.529999,0
2008-10-09,239.184006,239.184006,239.184006,239.184006,239.184006,0
2008-10-10,256.544006,256.544006,256.544006,256.544006,256.544006,0
2008-10-13,281.649994,281.649994,281.649994,281.649994,281.649994,0
2008-10-14,294.455994,294.455994,294.455994,294.455994,294.455994,0
2008-10-15,266.864014,266.864014,266.864014,266.864014,266.864014,0
2008-10-16,272.483002,272.483002,272.483002,272.483002,272.483002,0
2008-10-17,267.367004,267.367004,267.367004,267.367004,267.367004,0
2008-10-20,274.243011,274.243011,274.243011,274.243011,274.243011,0
2008-10-21,268.794006,268.794006,268.794006,268.794006,268.794006,0
2008-10-22,250.673996,250.673996,250.673996,250.673996,250.673996,0
2008-10-23,248.149994,248.149994,248.149994,248.149994,248.149994,0
2008-10-24,239.404007,239.404007,239.404007,239.404007,239.404007,0
2008-10-27,229.587006,229.587006,229.587006,229.587006,229.587006,0
2008-10-28,257.501007,257.501007,257.501007,257.501007,257.501007,0
2008-10-29,252.171997,252.171997,252.171997,252.171997,252.171997,0
2008-10-30,256.144989,256.144989,256.144989,256.144989,256.144989,0
2008-10-31,269.424011,269.424011,269.424011,269.424011,269.424011,0
2008-11-03,269.046997,269.046997,269.046997,269.046997,269.046997,0
2008-11-04,282.950989,282.950989,282.950989,282.950989,282.950989,0
2008-11-05,258.893005,258.893005,258.893005,258.893005,258.893005,0
2008-11-06,242.806000,242.806000,242.806000,242.806000,242.806000,0
2008-11-07,248.990005,248.990005,248.990005,248.990005,248.990005,0
2008-11-10,237.934006,237.934006,237.934006,237.934006,237.934006,0
2008-11-11,233.212006,233.212006,233.212006,233.212006,233.212006,0
2008-11-12,218.248001,218.248001,218.248001,218.248001,218.248001,0
2008-11-13,234.776001,234.776001,234.776001,234.776001,234.776001,0
2008-11-14,222.016006,222.016006,222.016006,222.016006,222.016006,0
2008-11-17,210.468002,210.468002,210.468002,210.468002,210.468002,0
2008-11-18,209.449997,209.449997,209.449997,209.449997,209.449997,0
2008-11-19,185.998001,185.998001,185.998001,185.998001,185.998001,0
2008-11-20,167.951004,167.951004,167.951004,167.951004,167.951004,0
2008-11-21,174.824997,174.824997,174.824997,174.824997,174.824997,0
2008-11-24,203.910004,203.910004,203.910004,203.910004,203.910004,0
2008-11-25,208.865997,208.865997,208.865997,208.865997,208.865997,0
2008-11-26,218.740005,218.740005,218.740005,218.740005,218.740005,0
2008-11-28,224.110992,224.110992,224.110992,224.110992,224.110992,0
2008-12-01,187.190002,187.190002,187.190002,187.190002,187.190002,0
2008-12-02,202.009995,202.009995,202.009995,202.009995,202.009995,0
2008-12-03,212.695007,212.695007,212.695007,212.695007,212.695007,0
2008-12-04,208.279999,208.279999,208.279999,208.279999,208.279999,0
2008-12-05,225.542007,225.542007,225.542007,225.542007,225.542007,0
2008-12-08,239.427994,239.427994,239.427994,239.427994,239.427994,0
2008-12-09,227.404999,227.404999,227.404999,227.404999,227.404999,0
2008-12-10,227.682999,227.682999,227.682999,227.682999,227.682999,0
2008-12-11,208.932007,208.932007,208.932007,208.932007,208.932007,0
2008-12-12,214.751007,214.751007,214.751007,214.751007,214.751007,0
2008-12-15,206.970001,206.970001,206.970001,206.970001,206.970001,0
2008-12-16,229.046997,229.046997,229.046997,229.046997,229.046997,0
2008-12-17,226.912994,226.912994,226.912994,226.912994,226.912994,0
2008-12-18,220.125000,220.125000,220.125000,220.125000,220.125000,0
2008-12-19,222.029007,222.029007,222.029007,222.029007,222.029007,0
2008-12-22,214.343994,214.343994,214.343994,214.343994,214.343994,0
2008-12-23,210.901993,210.901993,210.901993,210.901993,210.901993,0
2008-12-24,214.141998,214.141998,214.141998,214.141998,214.141998,0
2008-12-26,214.634003,214.634003,214.634003,214.634003,214.634003,0
2008-12-29,211.701004,211.701004,211.701004,211.701004,211.701004,0
2008-12-30,219.981003,219.981003,219.981003,219.981003,219.981003,0
2008-12-31,226.514999,226.514999,226.514999,226.514999,226.514999,0
2009-01-02,228.645004,228.645004,228.645004,228.645004,228.645004,0
2009-01-05,223.557007,223.557007,223.557007,223.557007,223.557007,0
2009-01-06,228.330002,228.330002,228.330002,228.330002,228.330002,0
2009-01-07,217.350998,217.350998,217.350998,217.350998,217.350998,0
2009-01-08,217.203003,217.203003,217.203003,217.203003,217.203003,0
2009-01-09,209.940994,209.940994,209.940994,209.940994,209.940994,0
2009-01-12,198.942993,198.942993,198.942993,198.942993,198.942993,0
2009-01-13,202.154999,202.154999,202.154999,202.154999,202.154999,0
2009-01-14,191.225006,191.225006,191.225006,191.225006,191.225006,0
2009-01-15,184.076004,184.076004,184.076004,184.076004,184.076004,0
2009-01-16,181.610992,181.610992,181.610992,181.610992,181.610992,0
2009-01-20,155.136002,155.136002,155.136002,155.136002,155.136002,0
2009-01-21,174.162003,174.162003,174.162003,174.162003,174.162003,0
2009-01-22,164.544998,164.544998,164.544998,164.544998,164.544998,0
2009-01-23,169.376999,169.376999,169.376999,169.376999,169.376999,0
2009-01-26,166.320007,166.320007,166.320007,166.320007,166.320007,0
2009-01-27,171.660995,171.660995,171.660995,171.660995,171.660995,0
2009-01-28,190.860001,190.860001,190.860001,190.860001,190.860001,0
2009-01-29,175.875000,175.875000,175.875000,175.875000,175.875000,0
2009-01-30,171.800995,171.800995,171.800995,171.800995,171.800995,0
2009-02-02,172.615005,172.615005,172.615005,172.615005,172.615005,0
2009-02-03,169.097000,169.097000,169.097000,169.097000,169.097000,0
2009-02-04,167.300995,167.300995,167.300995,167.300995,167.300995,0
2009-02-05,169.966995,169.966995,169.966995,169.966995,169.966995,0
2009-02-06,182.257996,182.257996,182.257996,182.257996,182.257996,0
2009-02-09,184.184006,184.184006,184.184006,184.184006,184.184006,0
2009-02-10,166.373001,166.373001,166.373001,166.373001,166.373001,0
2009-02-11,173.740005,173.740005,173.740005,173.740005,173.740005,0
2009-02-12,172.320999,172.320999,172.320999,172.320999,172.320999,0
2009-02-13,165.591995,165.591995,165.591995,165.591995,165.591995,0
2009-02-17,151.733002,151.733002,151.733002,151.733002,151.733002,0
2009-02-18,151.615997,151.615997,151.615997,151.615997,151.615997,0
2009-02-19,144.496994,144.496994,144.496994,144.496994,144.496994,0
2009-02-20,143.557007,143.557007,143.557007,143.557007,143.557007,0
2009-02-23,138.378998,138.378998,138.378998,138.378998,138.378998,0
2009-02-24,152.550995,152.550995,152.550995,152.550995,152.550995,0
2009-02-25,151.408997,151.408997,151.408997,151.408997,151.408997,0
2009-02-26,152.910004,152.910004,152.910004,152.910004,152.910004,0
2009-02-27,144.149994,144.149994,144.149994,144.149994,144.149994,0
2009-03-02,135.160004,135.160004,135.160004,135.160004,135.160004,0
2009-03-03,133.110001,133.110001,133.110001,133.110001,133.110001,0
2009-03-04,132.796005,132.796005,132.796005,132.796005,132.796005,0
2009-03-05,120.999001,120.999001,120.999001,120.999001,120.999001,0
2009-03-06,119.480003,119.480003,119.480003,119.480003,119.480003,0
2009-03-09,121.208000,121.208000,121.208000,121.208000,121.208000,0
2009-03-10,137.904999,137.904999,137.904999,137.904999,137.904999,0
2009-03-11,139.925995,139.925995,139.925995,139.925995,139.925995,0
2009-03-12,152.563995,152.563995,152.563995,152.563995,152.563995,0
2009-03-13,152.912003,152.912003,152.912003,152.912003,152.912003,0
2009-03-16,149.600006,149.600006,149.600006,149.600006,149.600006,0
2009-03-17,159.246994,159.246994,159.246994,159.246994,159.246994,0
2009-03-18,172.792007,172.792007,172.792007,172.792007,172.792007,0
2009-03-19,160.481003,160.481003,160.481003,160.481003,160.481003,0
2009-03-20,153.132996,153.132996,153.132996,153.132996,153.132996,0
2009-03-23,177.098007,177.098007,177.098007,177.098007,177.098007,0
2009-03-24,165.973999,165.973999,165.973999,165.973999,165.973999,0
2009-03-25,172.565002,172.565002,172.565002,172.565002,172.565002,0
2009-03-26,174.988007,174.988007,174.988007,174.988007,174.988007,0
2009-03-27,169.084000,169.084000,169.084000,169.084000,169.084000,0
2009-03-30,155.468994,155.468994,155.468994,155.468994,155.468994,0
2009-03-31,165.125000,165.125000,165.125000,165.125000,165.125000,0
2009-04-01,168.378006,168.378006,168.378006,168.378006,168.378006,0
2009-04-02,173.604996,173.604996,173.604996,173.604996,173.604996,0
2009-04-03,180.878006,180.878006,180.878006,180.878006,180.878006,0
2009-04-06,176.179993,176.179993,176.179993,176.179993,176.179993,0
2009-04-07,170.136993,170.136993,170.136993,170.136993,170.136993,0
2009-04-08,171.781006,171.781006,171.781006,171.781006,171.781006,0
2009-04-09,194.936005,194.936005,194.936005,194.936005,194.936005,0
2009-04-13,202.854996,202.854996,202.854996,202.854996,202.854996,0
2009-04-14,188.011002,188.011002,188.011002,188.011002,188.011002,0
2009-04-15,197.686005,197.686005,197.686005,197.686005,197.686005,0
2009-04-16,199.244995,199.244995,199.244995,199.244995,199.244995,0
2009-04-17,201.348999,201.348999,201.348999,201.348999,201.348999,0
2009-04-20,180.054001,180.054001,180.054001,180.054001,180.054001,0
2009-04-21,194.518005,194.518005,194.518005,194.518005,194.518005,0
2009-04-22,187.460007,187.460007,187.460007,187.460007,187.460007,0
2009-04-23,194.363007,194.363007,194.363007,194.363007,194.363007,0
2009-04-24,199.184006,199.184006,199.184006,199.184006,199.184006,0
2009-04-27,192.884995,192.884995,192.884995,192.884995,192.884995,0
2009-04-28,190.643997,190.643997,190.643997,190.643997,190.643997,0
2009-04-29,199.339996,199.339996,199.339996,199.339996,199.339996,0
2009-04-30,197.787994,197.787994,197.787994,197.787994,197.787994,0
2009-05-01,194.487000,194.487000,194.487000,194.487000,194.487000,0
2009-05-04,211.994003,211.994003,211.994003,211.994003,211.994003,0
2009-05-05,209.020996,209.020996,209.020996,209.020996,209.020996,0
2009-05-06,222.712997,222.712997,222.712997,222.712997,222.712997,0
2009-05-07,215.014999,215.014999,215.014999,215.014999,215.014999,0
2009-05-08,231.613007,231.613007,231.613007,231.613007,231.613007,0
2009-05-11,217.431000,217.431000,217.431000,217.431000,217.431000,0
2009-05-12,213.927994,213.927994,213.927994,213.927994,213.927994,0
2009-05-13,203.281998,203.281998,203.281998,203.281998,203.281998,0
2009-05-14,210.481995,210.481995,210.481995,210.481995,210.481995,0
2009-05-15,205.397995,205.397995,205.397995,205.397995,205.397995,0
2009-05-18,219.244995,219.244995,219.244995,219.244995,219.244995,0
2009-05-19,213.306000,213.306000,213.306000,213.306000,213.306000,0
2009-05-20,208.787994,208.787994,208.787994,208.787994,208.787994,0
2009-05-21,209.190994,209.190994,209.190994,209.190994,209.190994,0
2009-05-22,206.695007,206.695007,206.695007,206.695007,206.695007,0
2009-05-26,215.184006,215.184006,215.184006,215.184006,215.184006,0
2009-05-27,206.959000,206.959000,206.959000,206.959000,206.959000,0
2009-05-28,213.322998,213.322998,213.322998,213.322998,213.322998,0
2009-05-29,217.160995,217.160995,217.160995,217.160995,217.160995,0
2009-06-01,219.067993,219.067993,219.067993,219.067993,219.067993,0
2009-06-02,217.201996,217.201996,217.201996,217.201996,217.201996,0
2009-06-03,214.457001,214.457001,214.457001,214.457001,214.457001,0
2009-06-04,221.979996,221.979996,221.979996,221.979996,221.979996,0
2009-06-05,219.110992,219.110992,219.110992,219.110992,219.110992,0
2009-06-08,220.800995,220.800995,220.800995,220.800995,220.800995,0
2009-06-09,221.602005,221.602005,221.602005,221.602005,221.602005,0
2009-06-10,218.686996,218.686996,218.686996,218.686996,218.686996,0
2009-06-11,219.843002,219.843002,219.843002,219.843002,219.843002,0
2009-06-12,221.102997,221.102997,221.102997,221.102997,221.102997,0
2009-06-15,214.837997,214.837997,214.837997,214.837997,214.837997,0
2009-06-16,211.322998,211.322998,211.322998,211.322998,211.322998,0
2009-06-17,206.692993,206.692993,206.692993,206.692993,206.692993,0
2009-06-18,210.970993,210.970993,210.970993,210.970993,210.970993,0
2009-06-19,214.186005,214.186005,214.186005,214.186005,214.186005,0
2009-06-22,202.339996,202.339996,202.339996,202.339996,202.339996,0
2009-06-23,205.216995,205.216995,205.216995,205.216995,205.216995,0
2009-06-24,207.384003,207.384003,207.384003,207.384003,207.384003,0
2009-06-25,210.876999,210.876999,210.876999,210.876999,210.876999,0
2009-06-26,212.266998,212.266998,212.266998,212.266998,212.266998,0
2009-06-29,214.619995,214.619995,214.619995,214.619995,214.619995,0
2009-06-30,212.695007,212.695007,212.695007,212.695007,212.695007,0
2009-07-01,212.274002,212.274002,212.274002,212.274002,212.274002,0
2009-07-02,203.830002,203.830002,203.830002,203.830002,203.830002,0
2009-07-06,205.817993,205.817993,205.817993,205.817993,205.817993,0
2009-07-07,201.552002,201.552002,201.552002,201.552002,201.552002,0
2009-07-08,198.641998,198.641998,198.641998,198.641998,198.641998,0
2009-07-09,200.860001,200.860001,200.860001,200.860001,200.860001,0
2009-07-10,198.574997,198.574997,198.574997,198.574997,198.574997,0
2009-07-13,210.177002,210.177002,210.177002,210.177002,210.177002,0
2009-07-14,209.671997,209.671997,209.671997,209.671997,209.671997,0
2009-07-15,217.766006,217.766006,217.766006,217.766006,217.766006,0
2009-07-16,217.835007,217.835007,217.835007,217.835007,217.835007,0
2009-07-17,215.895996,215.895996,215.895996,215.895996,215.895996,0
2009-07-20,218.266998,218.266998,218.266998,218.266998,218.266998,0
2009-07-21,216.628006,216.628006,216.628006,216.628006,216.628006,0
2009-07-22,216.735001,216.735001,216.735001,216.735001,216.735001,0
2009-07-23,222.934006,222.934006,222.934006,222.934006,222.934006,0
2009-07-24,222.518997,222.518997,222.518997,222.518997,222.518997,0
2009-07-27,225.847000,225.847000,225.847000,225.847000,225.847000,0
2009-07-28,225.139008,225.139008,225.139008,225.139008,225.139008,0
2009-07-29,224.395004,224.395004,224.395004,224.395004,224.395004,0
2009-07-30,229.585007,229.585007,229.585007,229.585007,229.585007,0
2009-07-31,231.173996,231.173996,231.173996,231.173996,231.173996,0
2009-08-03,237.020004,237.020004,237.020004,237.020004,237.020004,0
2009-08-04,241.977997,241.977997,241.977997,241.977997,241.977997,0
2009-08-05,249.020996,249.020996,249.020996,249.020996,249.020996,0
2009-08-06,247.445999,247.445999,247.445999,247.445999,247.445999,0
2009-08-07,254.317993,254.317993,254.317993,254.317993,254.317993,0
2009-08-10,252.406006,252.406006,252.406006,252.406006,252.406006,0
2009-08-11,244.309006,244.309006,244.309006,244.309006,244.309006,0
2009-08-12,248.787994,248.787994,248.787994,248.787994,248.787994,0
2009-08-13,252.737000,252.737000,252.737000,252.737000,252.737000,0
2009-08-14,251.097000,251.097000,251.097000,251.097000,251.097000,0
2009-08-17,241.016006,241.016006,241.016006,241.016006,241.016006,0
